Date;Notifications
2017-09-17;261.0
2017-09-24;390.0
2017-10-01;378.0
2017-10-08;252.0
2017-10-15;207.0
2017-10-22;333.0
2017-10-29;319.0
2017-11-05;258.0
2017-11-12;337.0
2017-11-19;275.0
2017-11-26;254.0
2017-12-03;188.0
2017-12-10;296.0
2017-12-17;210.0
2017-12-24;256.0
2017-12-31;263.0
2018-01-07;125.0
2018-01-14;171.0
2018-01-21;223.0
2018-01-28;255.0
2018-02-04;299.0
2018-02-11;153.0
2018-02-18;155.0
2018-02-25;186.0
2018-03-04;209.0
2018-03-11;230.0
2018-03-18;183.0
2018-03-25;197.0
2018-04-01;179.0
2018-04-08;158.0
2018-04-15;157.0
2018-04-22;156.0
2018-04-29;155.0
2018-05-06;279.0
2018-05-13;204.0
2018-05-20;149.0
2018-05-27;162.0
2018-06-03;187.0
2018-06-10;184.0
2018-06-17;152.0
2018-06-24;187.0
2018-07-01;156.0
2018-07-08;195.0
2018-07-15;141.0
2018-07-22;183.0
2018-07-29;171.0
2018-08-05;242.0
2018-08-12;216.0
2018-08-19;248.0
2018-08-26;297.0
2018-09-02;328.0
2018-09-09;214.0
2018-09-16;198.0
2018-09-23;287.0
2018-09-30;257.0
2018-10-07;195.0
2018-10-14;239.0
2018-10-21;167.0
2018-10-28;176.0
2018-11-04;195.0
2018-11-11;219.0
2018-11-18;145.0
2018-11-25;144.0
2018-12-02;200.0
2018-12-09;215.0
2018-12-16;121.0
2018-12-23;133.0
2018-12-30;110.0
2019-01-06;22.0
