Date;Notifications
2007-12-30;146.0
2008-01-06;157.0
2008-01-13;461.0
2008-01-20;165.0
2008-01-27;172.0
2008-02-03;211.0
2008-02-10;500.0
2008-02-17;192.0
2008-02-24;221.0
2008-03-02;255.0
2008-03-09;424.0
2008-03-16;261.0
2008-03-23;227.0
2008-03-30;299.0
2008-04-06;350.0
2008-04-13;472.0
2008-04-20;408.0
2008-04-27;446.0
2008-05-04;302.0
2008-05-11;419.0
2008-05-18;439.0
2008-05-25;519.0
2008-06-01;514.0
2008-06-08;425.0
2008-06-15;365.0
2008-06-22;604.0
2008-06-29;538.0
2008-07-06;437.0
2008-07-13;451.0
2008-07-20;607.0
2008-07-27;624.0
2008-08-03;472.0
2008-08-10;494.0
2008-08-17;337.0
2008-08-24;648.0
2008-08-31;459.0
2008-09-07;456.0
2008-09-14;332.0
2008-09-21;429.0
2008-09-28;324.0
2008-10-05;328.0
2008-10-12;493.0
2008-10-19;304.0
2008-10-26;252.0
2008-11-02;195.0
2008-11-09;532.0
2008-11-16;213.0
2008-11-23;213.0
2008-11-30;246.0
2008-12-07;372.0
2008-12-14;239.0
2008-12-21;252.0
2008-12-28;165.0
2009-01-04;160.0
2009-01-11;463.0
2009-01-18;163.0
2009-01-25;257.0
2009-02-01;261.0
2009-02-08;450.0
2009-02-15;238.0
2009-02-22;188.0
2009-03-01;229.0
2009-03-08;477.0
2009-03-15;220.0
2009-03-22;244.0
2009-03-29;202.0
2009-04-05;321.0
2009-04-12;408.0
2009-04-19;401.0
2009-04-26;285.0
2009-05-03;315.0
2009-05-10;407.0
2009-05-17;440.0
2009-05-24;472.0
2009-05-31;475.0
2009-06-07;555.0
2009-06-14;341.0
2009-06-21;614.0
2009-06-28;573.0
2009-07-05;517.0
2009-07-12;381.0
2009-07-19;665.0
2009-07-26;557.0
2009-08-02;625.0
2009-08-09;608.0
2009-08-16;250.0
2009-08-23;390.0
2009-08-30;350.0
2009-09-06;401.0
2009-09-13;354.0
2009-09-20;429.0
2009-09-27;395.0
2009-10-04;305.0
2009-10-11;561.0
2009-10-18;270.0
2009-10-25;257.0
2009-11-01;215.0
2009-11-08;492.0
2009-11-15;150.0
2009-11-22;156.0
2009-11-29;149.0
2009-12-06;453.0
2009-12-13;203.0
2009-12-20;125.0
2009-12-27;70.0
2010-01-03;107.0
2010-01-10;161.0
2010-01-17;75.0
2010-01-24;86.0
2010-01-31;60.0
2010-02-07;91.0
2010-02-14;95.0
2010-02-21;106.0
2010-02-28;112.0
2010-03-07;150.0
2010-03-14;99.0
2010-03-21;120.0
2010-03-28;123.0
2010-04-04;165.0
2010-04-11;137.0
2010-04-18;141.0
2010-04-25;161.0
2010-05-02;225.0
2010-05-09;187.0
2010-05-16;165.0
2010-05-23;273.0
2010-05-30;219.0
2010-06-06;144.0
2010-06-13;149.0
2010-06-20;249.0
2010-06-27;262.0
2010-07-04;176.0
2010-07-11;186.0
2010-07-18;232.0
2010-07-25;331.0
2010-08-01;239.0
2010-08-08;153.0
2010-08-15;114.0
2010-08-22;199.0
2010-08-29;229.0
2010-09-05;122.0
2010-09-12;173.0
2010-09-19;159.0
2010-09-26;124.0
2010-10-03;100.0
2010-10-10;171.0
2010-10-17;88.0
2010-10-24;79.0
2010-10-31;77.0
2010-11-07;197.0
2010-11-14;72.0
2010-11-21;96.0
2010-11-28;104.0
2010-12-05;145.0
2010-12-12;139.0
2010-12-19;66.0
2010-12-26;41.0
2011-01-02;58.0
2011-01-09;162.0
2011-01-16;67.0
2011-01-23;52.0
2011-01-30;40.0
2011-02-06;81.0
2011-02-13;119.0
2011-02-20;40.0
2011-02-27;65.0
2011-03-06;114.0
2011-03-13;128.0
2011-03-20;42.0
2011-03-27;62.0
2011-04-03;80.0
2011-04-10;176.0
2011-04-17;78.0
2011-04-24;68.0
2011-05-01;96.0
2011-05-08;120.0
2011-05-15;110.0
2011-05-22;87.0
2011-05-29;133.0
2011-06-05;125.0
2011-06-12;190.0
2011-06-19;161.0
2011-06-26;103.0
2011-07-03;150.0
2011-07-10;158.0
2011-07-17;128.0
2011-07-24;178.0
2011-07-31;191.0
2011-08-07;89.0
2011-08-14;184.0
2011-08-21;168.0
2011-08-28;220.0
2011-09-04;158.0
2011-09-11;157.0
2011-09-18;172.0
2011-09-25;217.0
2011-10-02;176.0
2011-10-09;106.0
2011-10-16;127.0
2011-10-23;102.0
2011-10-30;111.0
2011-11-06;123.0
2011-11-13;149.0
2011-11-20;111.0
2011-11-27;64.0
2011-12-04;90.0
2011-12-11;162.0
2011-12-18;73.0
2011-12-25;71.0
2012-01-01;70.0
2012-01-08;297.0
2012-01-15;118.0
2012-01-22;118.0
2012-01-29;109.0
2012-02-05;263.0
2012-02-12;326.0
2012-02-19;125.0
2012-02-26;105.0
2012-03-04;175.0
2012-03-11;339.0
2012-03-18;129.0
2012-03-25;178.0
2012-04-01;232.0
2012-04-08;426.0
2012-04-15;174.0
2012-04-22;225.0
2012-04-29;279.0
2012-05-06;331.0
2012-05-13;210.0
2012-05-20;340.0
2012-05-27;387.0
2012-06-03;490.0
2012-06-10;362.0
2012-06-17;393.0
2012-06-24;548.0
2012-07-01;408.0
2012-07-08;397.0
2012-07-15;192.0
2012-07-22;474.0
2012-07-29;358.0
2012-08-05;314.0
2012-08-12;319.0
2012-08-19;305.0
2012-08-26;278.0
2012-09-02;230.0
2012-09-09;451.0
2012-09-16;175.0
2012-09-23;199.0
2012-09-30;149.0
2012-10-07;281.0
2012-10-14;219.0
2012-10-21;153.0
2012-10-28;123.0
2012-11-04;111.0
2012-11-11;467.0
2012-11-18;114.0
2012-11-25;136.0
2012-12-02;103.0
2012-12-09;351.0
2012-12-16;101.0
2012-12-23;93.0
2012-12-30;82.0
2013-01-06;290.0
2013-01-13;398.0
2013-01-20;135.0
2013-01-27;120.0
2013-02-03;126.0
2013-02-10;491.0
2013-02-17;176.0
2013-02-24;122.0
2013-03-03;138.0
2013-03-10;558.0
2013-03-17;243.0
2013-03-24;270.0
2013-03-31;198.0
2013-04-07;449.0
2013-04-14;320.0
2013-04-21;321.0
2013-04-28;409.0
2013-05-05;343.0
2013-05-12;501.0
2013-05-19;487.0
2013-05-26;548.0
2013-06-02;593.0
2013-06-09;558.0
2013-06-16;309.0
2013-06-23;601.0
2013-06-30;557.0
2013-07-07;323.0
2013-07-14;350.0
2013-07-21;578.0
2013-07-28;468.0
2013-08-04;396.0
2013-08-11;464.0
2013-08-18;282.0
2013-08-25;434.0
2013-09-01;413.0
2013-09-08;401.0
2013-09-15;397.0
2013-09-22;525.0
2013-09-29;448.0
2013-10-06;395.0
2013-10-13;328.0
2013-10-20;236.0
2013-10-27;214.0
2013-11-03;234.0
2013-11-10;422.0
2013-11-17;149.0
2013-11-24;203.0
2013-12-01;162.0
2013-12-08;388.0
2013-12-15;177.0
2013-12-22;125.0
2013-12-29;127.0
2014-01-05;194.0
2014-01-12;505.0
2014-01-19;161.0
2014-01-26;175.0
2014-02-02;190.0
2014-02-09;507.0
2014-02-16;181.0
2014-02-23;188.0
2014-03-02;246.0
2014-03-09;416.0
2014-03-16;257.0
2014-03-23;270.0
2014-03-30;343.0
2014-04-06;330.0
2014-04-13;342.0
2014-04-20;264.0
2014-04-27;361.0
2014-05-04;280.0
2014-05-11;422.0
2014-05-18;446.0
2014-05-25;488.0
2014-06-01;389.0
2014-06-08;377.0
2014-06-15;308.0
2014-06-22;359.0
2014-06-29;480.0
2014-07-06;365.0
2014-07-13;402.0
2014-07-20;692.0
2014-07-27;641.0
2014-08-03;526.0
2014-08-10;469.0
2014-08-17;334.0
2014-08-24;569.0
2014-08-31;480.0
2014-09-07;341.0
2014-09-14;267.0
2014-09-21;458.0
2014-09-28;361.0
2014-10-05;322.0
2014-10-12;368.0
2014-10-19;279.0
2014-10-26;240.0
2014-11-02;238.0
2014-11-09;452.0
2014-11-16;201.0
2014-11-23;174.0
2014-11-30;164.0
2014-12-07;278.0
2014-12-14;249.0
2014-12-21;155.0
2014-12-28;115.0
2015-01-04;191.0
2015-01-11;619.0
2015-01-18;164.0
2015-01-25;188.0
2015-02-01;182.0
2015-02-08;436.0
2015-02-15;240.0
2015-02-22;188.0
2015-03-01;265.0
2015-03-08;469.0
2015-03-15;355.0
2015-03-22;302.0
2015-03-29;234.0
2015-04-05;330.0
2015-04-12;384.0
2015-04-19;346.0
2015-04-26;311.0
2015-05-03;373.0
2015-05-10;481.0
2015-05-17;377.0
2015-05-24;462.0
2015-05-31;459.0
2015-06-07;457.0
2015-06-14;315.0
2015-06-21;644.0
2015-06-28;605.0
2015-07-05;457.0
2015-07-12;419.0
2015-07-19;705.0
2015-07-26;793.0
2015-08-02;667.0
2015-08-09;535.0
2015-08-16;444.0
2015-08-23;656.0
2015-08-30;640.0
2015-09-06;469.0
2015-09-13;389.0
2015-09-20;428.0
2015-09-27;503.0
2015-10-04;370.0
2015-10-11;508.0
2015-10-18;311.0
2015-10-25;349.0
2015-11-01;292.0
2015-11-08;459.0
2015-11-15;266.0
2015-11-22;243.0
2015-11-29;201.0
2015-12-06;361.0
2015-12-13;289.0
2015-12-20;177.0
2015-12-27;145.0
2016-01-03;203.0
2016-01-10;120.0
2016-01-17;125.0
2016-01-24;177.0
2016-01-31;131.0
2016-02-07;132.0
2016-02-14;85.0
2016-02-21;149.0
2016-02-28;122.0
2016-03-06;126.0
2016-03-13;82.0
2016-03-20;126.0
2016-03-27;124.0
2016-04-03;178.0
2016-04-10;123.0
2016-04-17;71.0
2016-04-24;116.0
2016-05-01;112.0
2016-05-08;94.0
2016-05-15;88.0
2016-05-22;121.0
2016-05-29;124.0
2016-06-05;116.0
2016-06-12;86.0
2016-06-19;136.0
2016-06-26;103.0
2016-07-03;125.0
2016-07-10;102.0
2016-07-17;89.0
2016-07-24;110.0
2016-07-31;101.0
2016-08-07;129.0
2016-08-14;97.0
2016-08-21;92.0
2016-08-28;109.0
2016-09-04;93.0
2016-09-11;108.0
2016-09-18;69.0
2016-09-25;72.0
2016-10-02;75.0
2016-10-09;104.0
2016-10-16;71.0
2016-10-23;72.0
2016-10-30;60.0
2016-11-06;158.0
2016-11-13;76.0
2016-11-20;85.0
2016-11-27;57.0
2016-12-04;101.0
2016-12-11;91.0
2016-12-18;54.0
2016-12-25;38.0
2017-01-01;61.0
2017-01-08;172.0
2017-01-15;150.0
2017-01-22;60.0
2017-01-29;49.0
2017-02-05;118.0
2017-02-12;202.0
2017-02-19;80.0
2017-02-26;81.0
2017-03-05;115.0
2017-03-12;269.0
2017-03-19;100.0
2017-03-26;81.0
2017-04-02;91.0
2017-04-09;175.0
2017-04-16;96.0
2017-04-23;135.0
2017-04-30;156.0
2017-05-07;193.0
2017-05-14;138.0
2017-05-21;191.0
2017-05-28;210.0
2017-06-04;211.0
2017-06-11;226.0
2017-06-18;182.0
2017-06-25;236.0
2017-07-02;230.0
2017-07-09;201.0
2017-07-16;245.0
2017-07-23;408.0
2017-07-30;363.0
2017-08-06;198.0
2017-08-13;206.0
2017-08-20;314.0
2017-08-27;313.0
2017-09-03;220.0
2017-09-10;239.0
2017-09-17;214.0
2017-09-24;292.0
2017-10-01;242.0
2017-10-08;212.0
2017-10-15;162.0
2017-10-22;227.0
2017-10-29;226.0
2017-11-05;168.0
2017-11-12;283.0
2017-11-19;179.0
2017-11-26;191.0
2017-12-03;141.0
2017-12-10;267.0
2017-12-17;114.0
2017-12-24;123.0
2017-12-31;113.0
2018-01-07;126.0
2018-01-14;174.0
2018-01-21;157.0
2018-01-28;146.0
2018-02-04;219.0
2018-02-11;176.0
2018-02-18;168.0
2018-02-25;195.0
2018-03-04;189.0
2018-03-11;242.0
2018-03-18;130.0
2018-03-25;160.0
2018-04-01;164.0
2018-04-08;170.0
2018-04-15;176.0
2018-04-22;190.0
2018-04-29;228.0
2018-05-06;217.0
2018-05-13;162.0
2018-05-20;203.0
2018-05-27;224.0
2018-06-03;162.0
2018-06-10;230.0
2018-06-17;183.0
2018-06-24;183.0
2018-07-01;230.0
2018-07-08;210.0
2018-07-15;130.0
2018-07-22;325.0
2018-07-29;318.0
2018-08-05;252.0
2018-08-12;222.0
2018-08-19;316.0
2018-08-26;298.0
2018-09-02;256.0
2018-09-09;259.0
2018-09-16;221.0
2018-09-23;211.0
2018-09-30;210.0
2018-10-07;178.0
2018-10-14;168.0
2018-10-21;139.0
2018-10-28;128.0
2018-11-04;161.0
2018-11-11;255.0
2018-11-18;116.0
2018-11-25;112.0
2018-12-02;153.0
2018-12-09;234.0
2018-12-16;114.0
2018-12-23;105.0
2018-12-30;57.0
2019-01-06;8.0
