Date;Notifications
2006-04-09;495.0
2006-04-16;344.0
2006-04-23;313.0
2006-04-30;248.0
2006-05-07;395.0
2006-05-14;339.0
2006-05-21;282.0
2006-05-28;345.0
2006-06-04;420.0
2006-06-11;576.0
2006-06-18;287.0
2006-06-25;399.0
2006-07-02;482.0
2006-07-09;499.0
2006-07-16;382.0
2006-07-23;562.0
2006-07-30;509.0
2006-08-06;413.0
2006-08-13;457.0
2006-08-20;554.0
2006-08-27;528.0
2006-09-03;579.0
2006-09-10;412.0
2006-09-17;429.0
2006-09-24;489.0
2006-10-01;578.0
2006-10-08;463.0
2006-10-15;301.0
2006-10-22;500.0
2006-10-29;428.0
2006-11-05;449.0
2006-11-12;523.0
2006-11-19;462.0
2006-11-26;467.0
2006-12-03;420.0
2006-12-10;405.0
2006-12-17;352.0
2006-12-24;337.0
2006-12-31;286.0
2007-01-07;327.0
2007-01-14;503.0
2007-01-21;287.0
2007-01-28;305.0
2007-02-04;465.0
2007-02-11;652.0
2007-02-18;256.0
2007-02-25;278.0
2007-03-04;403.0
2007-03-11;625.0
2007-03-18;356.0
2007-03-25;459.0
2007-04-01;464.0
2007-04-08;522.0
2007-04-15;374.0
2007-04-22;399.0
2007-04-29;426.0
2007-05-06;482.0
2007-05-13;481.0
2007-05-20;464.0
2007-05-27;535.0
2007-06-03;492.0
2007-06-10;568.0
2007-06-17;378.0
2007-06-24;685.0
2007-07-01;793.0
2007-07-08;466.0
2007-07-15;337.0
2007-07-22;882.0
2007-07-29;943.0
2007-08-05;605.0
2007-08-12;505.0
2007-08-19;865.0
2007-08-26;856.0
2007-09-02;749.0
2007-09-09;580.0
2007-09-16;444.0
2007-09-23;665.0
2007-09-30;557.0
2007-10-07;327.0
2007-10-14;588.0
2007-10-21;464.0
2007-10-28;369.0
2007-11-04;417.0
2007-11-11;563.0
2007-11-18;295.0
2007-11-25;388.0
2007-12-02;407.0
2007-12-09;466.0
2007-12-16;314.0
2007-12-23;345.0
2007-12-30;377.0
2008-01-06;230.0
2008-01-13;557.0
2008-01-20;468.0
2008-01-27;319.0
2008-02-03;395.0
2008-02-10;616.0
2008-02-17;275.0
2008-02-24;370.0
2008-03-02;345.0
2008-03-09;478.0
2008-03-16;379.0
2008-03-23;359.0
2008-03-30;302.0
2008-04-06;377.0
2008-04-13;598.0
2008-04-20;370.0
2008-04-27;383.0
2008-05-04;321.0
2008-05-11;517.0
2008-05-18;449.0
2008-05-25;574.0
2008-06-01;474.0
2008-06-08;483.0
2008-06-15;382.0
2008-06-22;612.0
2008-06-29;504.0
2008-07-06;523.0
2008-07-13;609.0
2008-07-20;818.0
2008-07-27;758.0
2008-08-03;643.0
2008-08-10;581.0
2008-08-17;503.0
2008-08-24;820.0
2008-08-31;661.0
2008-09-07;490.0
2008-09-14;449.0
2008-09-21;568.0
2008-09-28;500.0
2008-10-05;435.0
2008-10-12;627.0
2008-10-19;368.0
2008-10-26;302.0
2008-11-02;395.0
2008-11-09;680.0
2008-11-16;335.0
2008-11-23;354.0
2008-11-30;271.0
2008-12-07;449.0
2008-12-14;386.0
2008-12-21;290.0
2008-12-28;179.0
2009-01-04;176.0
2009-01-11;423.0
2009-01-18;200.0
2009-01-25;201.0
2009-02-01;231.0
2009-02-08;289.0
2009-02-15;210.0
2009-02-22;158.0
2009-03-01;159.0
2009-03-08;399.0
2009-03-15;260.0
2009-03-22;167.0
2009-03-29;170.0
2009-04-05;266.0
2009-04-12;357.0
2009-04-19;222.0
2009-04-26;250.0
2009-05-03;320.0
2009-05-10;394.0
2009-05-17;213.0
2009-05-24;345.0
2009-05-31;359.0
2009-06-07;326.0
2009-06-14;277.0
2009-06-21;398.0
2009-06-28;375.0
2009-07-05;350.0
2009-07-12;334.0
2009-07-19;457.0
2009-07-26;430.0
2009-08-02;457.0
2009-08-09;481.0
2009-08-16;306.0
2009-08-23;489.0
2009-08-30;497.0
2009-09-06;354.0
2009-09-13;386.0
2009-09-20;507.0
2009-09-27;449.0
2009-10-04;250.0
2009-10-11;436.0
2009-10-18;284.0
2009-10-25;289.0
2009-11-01;223.0
2009-11-08;281.0
2009-11-15;240.0
2009-11-22;177.0
2009-11-29;161.0
2009-12-06;250.0
2009-12-13;209.0
2009-12-20;111.0
2009-12-27;113.0
2010-01-03;184.0
2010-01-10;188.0
2010-01-17;99.0
2010-01-24;129.0
2010-01-31;117.0
2010-02-07;134.0
2010-02-14;153.0
2010-02-21;143.0
2010-02-28;122.0
2010-03-07;182.0
2010-03-14;172.0
2010-03-21;215.0
2010-03-28;326.0
2010-04-04;288.0
2010-04-11;222.0
2010-04-18;264.0
2010-04-25;354.0
2010-05-02;300.0
2010-05-09;280.0
2010-05-16;290.0
2010-05-23;356.0
2010-05-30;273.0
2010-06-06;175.0
2010-06-13;214.0
2010-06-20;266.0
2010-06-27;293.0
2010-07-04;206.0
2010-07-11;265.0
2010-07-18;281.0
2010-07-25;337.0
2010-08-01;288.0
2010-08-08;269.0
2010-08-15;179.0
2010-08-22;219.0
2010-08-29;206.0
2010-09-05;236.0
2010-09-12;266.0
2010-09-19;193.0
2010-09-26;213.0
2010-10-03;194.0
2010-10-10;298.0
2010-10-17;128.0
2010-10-24;108.0
2010-10-31;78.0
2010-11-07;252.0
2010-11-14;135.0
2010-11-21;130.0
2010-11-28;132.0
2010-12-05;277.0
2010-12-12;224.0
2010-12-19;150.0
2010-12-26;92.0
2011-01-02;97.0
2011-01-09;266.0
2011-01-16;147.0
2011-01-23;130.0
2011-01-30;74.0
2011-02-06;105.0
2011-02-13;195.0
2011-02-20;96.0
2011-02-27;84.0
2011-03-06;126.0
2011-03-13;222.0
2011-03-20;76.0
2011-03-27;74.0
2011-04-03;101.0
2011-04-10;215.0
2011-04-17;131.0
2011-04-24;131.0
2011-05-01;127.0
2011-05-08;163.0
2011-05-15;235.0
2011-05-22;114.0
2011-05-29;205.0
2011-06-05;110.0
2011-06-12;290.0
2011-06-19;188.0
2011-06-26;235.0
2011-07-03;236.0
2011-07-10;192.0
2011-07-17;249.0
2011-07-24;228.0
2011-07-31;237.0
2011-08-07;140.0
2011-08-14;299.0
2011-08-21;284.0
2011-08-28;347.0
2011-09-04;227.0
2011-09-11;248.0
2011-09-18;237.0
2011-09-25;318.0
2011-10-02;288.0
2011-10-09;167.0
2011-10-16;247.0
2011-10-23;248.0
2011-10-30;305.0
2011-11-06;156.0
2011-11-13;225.0
2011-11-20;238.0
2011-11-27;232.0
2011-12-04;148.0
2011-12-11;243.0
2011-12-18;178.0
2011-12-25;114.0
2012-01-01;112.0
2012-01-08;420.0
2012-01-15;162.0
2012-01-22;228.0
2012-01-29;226.0
2012-02-05;464.0
2012-02-12;360.0
2012-02-19;228.0
2012-02-26;249.0
2012-03-04;319.0
2012-03-11;499.0
2012-03-18;274.0
2012-03-25;330.0
2012-04-01;451.0
2012-04-08;518.0
2012-04-15;232.0
2012-04-22;316.0
2012-04-29;561.0
2012-05-06;404.0
2012-05-13;384.0
2012-05-20;559.0
2012-05-27;725.0
2012-06-03;678.0
2012-06-10;513.0
2012-06-17;547.0
2012-06-24;685.0
2012-07-01;654.0
2012-07-08;474.0
2012-07-15;335.0
2012-07-22;571.0
2012-07-29;588.0
2012-08-05;379.0
2012-08-12;419.0
2012-08-19;496.0
2012-08-26;402.0
2012-09-02;358.0
2012-09-09;642.0
2012-09-16;260.0
2012-09-23;320.0
2012-09-30;267.0
2012-10-07;450.0
2012-10-14;345.0
2012-10-21;248.0
2012-10-28;220.0
2012-11-04;211.0
2012-11-11;582.0
2012-11-18;166.0
2012-11-25;195.0
2012-12-02;160.0
2012-12-09;535.0
2012-12-16;213.0
2012-12-23;208.0
2012-12-30;178.0
2013-01-06;269.0
2013-01-13;354.0
2013-01-20;172.0
2013-01-27;159.0
2013-02-03;188.0
2013-02-10;463.0
2013-02-17;175.0
2013-02-24;152.0
2013-03-03;184.0
2013-03-10;471.0
2013-03-17;196.0
2013-03-24;232.0
2013-03-31;205.0
2013-04-07;363.0
2013-04-14;292.0
2013-04-21;369.0
2013-04-28;435.0
2013-05-05;260.0
2013-05-12;427.0
2013-05-19;444.0
2013-05-26;592.0
2013-06-02;448.0
2013-06-09;391.0
2013-06-16;363.0
2013-06-23;565.0
2013-06-30;555.0
2013-07-07;357.0
2013-07-14;360.0
2013-07-21;594.0
2013-07-28;522.0
2013-08-04;382.0
2013-08-11;472.0
2013-08-18;362.0
2013-08-25;410.0
2013-09-01;381.0
2013-09-08;343.0
2013-09-15;332.0
2013-09-22;348.0
2013-09-29;402.0
2013-10-06;337.0
2013-10-13;344.0
2013-10-20;387.0
2013-10-27;309.0
2013-11-03;316.0
2013-11-10;376.0
2013-11-17;176.0
2013-11-24;225.0
2013-12-01;195.0
2013-12-08;402.0
2013-12-15;174.0
2013-12-22;141.0
2013-12-29;146.0
2014-01-05;165.0
2014-01-12;312.0
2014-01-19;188.0
2014-01-26;216.0
2014-02-02;188.0
2014-02-09;372.0
2014-02-16;118.0
2014-02-23;118.0
2014-03-02;186.0
2014-03-09;305.0
2014-03-16;246.0
2014-03-23;192.0
2014-03-30;219.0
2014-04-06;246.0
2014-04-13;350.0
2014-04-20;299.0
2014-04-27;282.0
2014-05-04;199.0
2014-05-11;332.0
2014-05-18;325.0
2014-05-25;352.0
2014-06-01;286.0
2014-06-08;318.0
2014-06-15;321.0
2014-06-22;385.0
2014-06-29;424.0
2014-07-06;381.0
2014-07-13;328.0
2014-07-20;478.0
2014-07-27;455.0
2014-08-03;316.0
2014-08-10;380.0
2014-08-17;242.0
2014-08-24;348.0
2014-08-31;353.0
2014-09-07;299.0
2014-09-14;229.0
2014-09-21;320.0
2014-09-28;351.0
2014-10-05;328.0
2014-10-12;387.0
2014-10-19;230.0
2014-10-26;240.0
2014-11-02;230.0
2014-11-09;381.0
2014-11-16;206.0
2014-11-23;231.0
2014-11-30;165.0
2014-12-07;236.0
2014-12-14;190.0
2014-12-21;121.0
2014-12-28;82.0
2015-01-04;101.0
2015-01-11;438.0
2015-01-18;184.0
2015-01-25;125.0
2015-02-01;162.0
2015-02-08;277.0
2015-02-15;195.0
2015-02-22;140.0
2015-03-01;173.0
2015-03-08;314.0
2015-03-15;219.0
2015-03-22;244.0
2015-03-29;214.0
2015-04-05;280.0
2015-04-12;286.0
2015-04-19;341.0
2015-04-26;415.0
2015-05-03;377.0
2015-05-10;360.0
2015-05-17;281.0
2015-05-24;511.0
2015-05-31;464.0
2015-06-07;343.0
2015-06-14;246.0
2015-06-21;511.0
2015-06-28;523.0
2015-07-05;302.0
2015-07-12;344.0
2015-07-19;567.0
2015-07-26;618.0
2015-08-02;396.0
2015-08-09;464.0
2015-08-16;300.0
2015-08-23;560.0
2015-08-30;484.0
2015-09-06;344.0
2015-09-13;356.0
2015-09-20;519.0
2015-09-27;349.0
2015-10-04;230.0
2015-10-11;490.0
2015-10-18;279.0
2015-10-25;217.0
2015-11-01;179.0
2015-11-08;383.0
2015-11-15;220.0
2015-11-22;183.0
2015-11-29;188.0
2015-12-06;264.0
2015-12-13;265.0
2015-12-20;131.0
2015-12-27;106.0
2016-01-03;136.0
2016-01-10;128.0
2016-01-17;108.0
2016-01-24;155.0
2016-01-31;148.0
2016-02-07;98.0
2016-02-14;76.0
2016-02-21;141.0
2016-02-28;124.0
2016-03-06;110.0
2016-03-13;86.0
2016-03-20;102.0
2016-03-27;81.0
2016-04-03;166.0
2016-04-10;149.0
2016-04-17;116.0
2016-04-24;84.0
2016-05-01;108.0
2016-05-08;103.0
2016-05-15;94.0
2016-05-22;111.0
2016-05-29;86.0
2016-06-05;113.0
2016-06-12;107.0
2016-06-19;107.0
2016-06-26;88.0
2016-07-03;145.0
2016-07-10;104.0
2016-07-17;112.0
2016-07-24;141.0
2016-07-31;116.0
2016-08-07;114.0
2016-08-14;130.0
2016-08-21;183.0
2016-08-28;119.0
2016-09-04;138.0
2016-09-11;120.0
2016-09-18;90.0
2016-09-25;115.0
2016-10-02;103.0
2016-10-09;92.0
2016-10-16;132.0
2016-10-23;114.0
2016-10-30;105.0
2016-11-06;149.0
2016-11-13;90.0
2016-11-20;120.0
2016-11-27;129.0
2016-12-04;126.0
2016-12-11;96.0
2016-12-18;80.0
2016-12-25;78.0
2017-01-01;79.0
2017-01-08;151.0
2017-01-15;154.0
2017-01-22;113.0
2017-01-29;96.0
2017-02-05;125.0
2017-02-12;224.0
2017-02-19;112.0
2017-02-26;91.0
2017-03-05;96.0
2017-03-12;296.0
2017-03-19;72.0
2017-03-26;62.0
2017-04-02;105.0
2017-04-09;236.0
2017-04-16;164.0
2017-04-23;85.0
2017-04-30;92.0
2017-05-07;147.0
2017-05-14;163.0
2017-05-21;143.0
2017-05-28;165.0
2017-06-04;187.0
2017-06-11;242.0
2017-06-18;146.0
2017-06-25;190.0
2017-07-02;246.0
2017-07-09;241.0
2017-07-16;181.0
2017-07-23;259.0
2017-07-30;258.0
2017-08-06;190.0
2017-08-13;207.0
2017-08-20;229.0
2017-08-27;290.0
2017-09-03;291.0
2017-09-10;211.0
2017-09-17;229.0
2017-09-24;270.0
2017-10-01;267.0
2017-10-08;186.0
2017-10-15;203.0
2017-10-22;297.0
2017-10-29;248.0
2017-11-05;207.0
2017-11-12;294.0
2017-11-19;235.0
2017-11-26;238.0
2017-12-03;176.0
2017-12-10;197.0
2017-12-17;163.0
2017-12-24;178.0
2017-12-31;168.0
2018-01-07;182.0
2018-01-14;228.0
2018-01-21;203.0
2018-01-28;232.0
2018-02-04;265.0
2018-02-11;214.0
2018-02-18;148.0
2018-02-25;201.0
2018-03-04;239.0
2018-03-11;276.0
2018-03-18;163.0
2018-03-25;200.0
2018-04-01;201.0
2018-04-08;234.0
2018-04-15;218.0
2018-04-22;220.0
2018-04-29;192.0
2018-05-06;272.0
2018-05-13;227.0
2018-05-20;192.0
2018-05-27;211.0
2018-06-03;190.0
2018-06-10;246.0
2018-06-17;212.0
2018-06-24;205.0
2018-07-01;195.0
2018-07-08;227.0
2018-07-15;174.0
2018-07-22;337.0
2018-07-29;349.0
2018-08-05;318.0
2018-08-12;236.0
2018-08-19;339.0
2018-08-26;292.0
2018-09-02;277.0
2018-09-09;272.0
2018-09-16;230.0
2018-09-23;259.0
2018-09-30;274.0
2018-10-07;208.0
2018-10-14;291.0
2018-10-21;289.0
2018-10-28;233.0
2018-11-04;252.0
2018-11-11;274.0
2018-11-18;209.0
2018-11-25;206.0
2018-12-02;218.0
2018-12-09;262.0
2018-12-16;214.0
2018-12-23;130.0
2018-12-30;128.0
2019-01-06;18.0
